,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
3410,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,631.93,surface,Coconino,25N,6E,15,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.74787421819273 35.549152485918206, -111.74787200474387 35.545518241988574, -111.74786979219334 35.54188399927367, -111.74349057794679 35.54182636889262, -111.73911136459856 35.54176871288685, -111.73473215035203 35.54171108315391, -111.73035296395327 35.541653454110545, -111.73033739525106 35.54526008799928, -111.73032185529496 35.54886672267414, -111.73030631444055 35.55247335737533, -111.73029074573836 35.55607999134311, -111.73468826944702 35.55616525770128, -111.73908579225738 35.556250523968686, -111.7434822325978 35.556335734603124, -111.74787867293824 35.55642097291812, -111.7478764603877 35.552786729571274, -111.74787421819273 35.549152485918206))"
3411,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,628.87,surface,Coconino,25N,6E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.73908579225738 35.556250523968686, -111.73468826944702 35.55616525770128, -111.73029074573836 35.55607999134311, -111.7303921224148 35.559776957275986, -111.73049347124348 35.56347389445549, -111.73059484791992 35.5671708605815, -111.73069619674858 35.57086779716382, -111.7349424729095 35.57087789671383, -111.73918872122262 35.57088799772392, -111.74343499648523 35.570898097271375, -111.74768127264612 35.57090819681752, -111.74773061530804 35.56728639907671, -111.74777995976662 35.56366457061656, -111.74782930242853 35.56004277211739, -111.74787867293824 35.55642097291812, -111.7434822325978 35.556335734603124, -111.73908579225738 35.556250523968686))"
3412,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.08,634.83,surface,Coconino,25N,6E,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.71306893681398 35.5780025825122, -111.71304381363043 35.574381086504076, -111.71301871919296 35.570759562672, -111.70861457939223 35.57074362929618, -111.7042104395915 35.57072772295266, -111.69980629889244 35.570711789570495, -111.69540215999002 35.57069585545453, -111.69539549898222 35.57430671386966, -111.69538881192322 35.577917600951665, -111.69538543066452 35.581535265121516, -111.69538204850745 35.58515292879151, -111.69982444396288 35.58515900117548, -111.7042400327919 35.585165072828396, -111.70426683762166 35.5851653226786, -111.70870898244712 35.58520939346987, -111.71308884797226 35.585252880523136, -111.71307886499451 35.58162591294109, -111.71306893681398 35.5780025825122))"
3413,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,440.0,439.06,surface,Coconino,25N,8E,17,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.57215411149258 35.54324032637203, -111.56772853339761 35.54324261274767, -111.56774914075021 35.539615273271615, -111.56332503679062 35.539618697873316, -111.5633029840487 35.54324473100744, -111.56328090435734 35.54687076538709, -111.55885388087306 35.5468714948307, -111.55442683043931 35.54687205835878, -111.55440183122329 35.55049534216157, -111.55437680505779 35.55411859889693, -111.55880677501618 35.554120396761725, -111.56323677192407 35.55412219243392, -111.56766674098417 35.55412398956785, -111.57209671094257 35.554125786701675, -111.5721158441598 35.55049730966999, -111.57213497827537 35.546868804367826, -111.57215411149258 35.54324032637203))"
3414,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,638.72,surface,Coconino,29N,2W,35,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.45864778566204 35.85372775126526, -112.45865083903568 35.85735135880987, -112.45865386366324 35.8609749659929, -112.46310752219568 35.860967227746855, -112.46756118072817 35.86095948658792, -112.4720148401589 35.860951746884275, -112.4764684995897 35.860944008635954, -112.47646050458366 35.85732536980901, -112.47645250867933 35.85370675801425, -112.47644451457161 35.85008812013122, -112.4764365195656 35.8464695093419, -112.47596628026044 35.84646951225455, -112.47198783051329 35.84647205718979, -112.471506034382 35.84647236520342, -112.46753911451151 35.84647488392462, -112.4670457903002 35.846475191210054, -112.46309039761144 35.84647770993123, -112.46258554621838 35.846478045615065, -112.45864168160966 35.846480535937694, -112.4586447331867 35.8501041433886, -112.45864778566204 35.85372775126526))"
3415,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,641.26,surface,Coconino,30N,1W,9,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.39610198482892 36.00648456371703, -112.40057110067247 36.00647466107679, -112.40504021471938 36.00646475988871, -112.40503050842274 36.00283594776464, -112.40502080392274 35.99920714523703, -112.40501110660922 35.99557835379058, -112.40500143894015 35.99194958944705, -112.40053498929635 35.99195985441728, -112.39606853965256 35.991970120112946, -112.39160211965319 35.991980356734246, -112.3871356700094 35.9919906217004, -112.38714270202145 35.9956190498317, -112.38714973403349 35.999247449862715, -112.38715674358767 36.00287591696856, -112.3871637818879 36.006504368267066, -112.39163289773147 36.00649446708273, -112.39610198482892 36.00648456371703))"
3416,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,644.1,surface,Coconino,30N,1W,11,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.36931194313229 35.99927741995561, -112.36930913140544 35.995646300919354, -112.36930629272914 35.992015183332164, -112.36482501010339 35.99201575389052, -112.36034372657932 35.99201632517565, -112.35586244395355 35.99201692335336, -112.3513811613278 35.992017494638546, -112.35138397395296 35.99565374763446, -112.35138681532419 35.99929002922308, -112.35138962794936 36.00292633137647, -112.35139244147284 36.006562671502245, -112.35587375284467 36.006556935723275, -112.36035503457211 36.006551228284856, -112.36483631629956 36.00654549250511, -112.36931759892532 36.006539784339154, -112.36931478450352 36.002908609449825, -112.36931194313229 35.99927741995561))"
3417,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,639.64,640.73,surface,Coconino,30N,2W,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.44978682705568 36.02092931505809, -112.45426852739804 36.020910413612896, -112.4587502286387 36.020891538319276, -112.45875593383907 36.01728075441488, -112.45876163814114 36.0136536645195, -112.45875095447747 36.010024852657914, -112.45874026901716 36.006396013997914, -112.45426484879695 36.00641980448231, -112.44978942767843 36.006443595686235, -112.44531400566157 36.00646738760963, -112.4408385584919 36.006491178072494, -112.4408370178812 36.01009162904431, -112.4408354494227 36.01369208052568, -112.44083388186253 36.01729253103409, -112.44083231430237 36.02089298199352, -112.4453095697807 36.02091113436002, -112.44978682705568 36.02092931505809))"
3418,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,639.92,641.53,surface,Coconino,30N,1W,3,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.38721458341386 36.01376754933262, -112.38718918175256 36.01013595888363, -112.3871637818879 36.006504368267066, -112.382702249622 36.00651321574636, -112.37824069040661 36.00652209011224, -112.37377915903899 36.0065309368629, -112.36931759892532 36.006539784339154, -112.36934222084892 36.01018584763538, -112.36936681312817 36.013831909427495, -112.36938951804697 36.017468805189715, -112.36941202803133 36.0210746740316, -112.3738752545199 36.021069077354625, -112.37833845495729 36.02106347995067, -112.38280168324248 36.0210578556637, -112.38726488367988 36.02105225825895, -112.38723965000354 36.01739627899144, -112.38721458341386 36.01376754933262))"
3419,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,639.41,639.72,surface,Coconino,30N,1W,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-112.36931478450352 36.002908609449825, -112.36931759892532 36.006539784339154, -112.37377915903899 36.0065309368629, -112.37824069040661 36.00652209011224, -112.382702249622 36.00651321574636, -112.3871637818879 36.006504368267066, -112.38715674358767 36.00287591696856, -112.38714973403349 35.999247449862715, -112.38714270202145 35.9956190498317, -112.3871356700094 35.9919906217004, -112.38267833287587 35.99199677573703, -112.37822099394567 35.99200290215382, -112.37376362986268 35.992009056189545, -112.36930629272914 35.992015183332164, -112.36930913140544 35.995646300919354, -112.36931194313229 35.99927741995561, -112.36931478450352 36.002908609449825), (-112.37878191548381 36.001955005349906, -112.3787853461499 36.00155349597364, -112.37933183625299 36.001556791003736, -112.37932807590522 36.001965109863164, -112.37878191548381 36.001955005349906))"
3420,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.28,639.71,surface,Coconino,27N,4E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.99542131981553 35.693862343360124, -111.99542384857305 35.69748759325238, -111.99542637733059 35.70111284247881, -111.99987106169336 35.70110107715253, -112.00431572000498 35.70108938842169, -112.00876035136713 35.70107879904141, -112.01320495398322 35.70106821184826, -112.01320711712641 35.697447073685176, -112.01320925332017 35.693825964412724, -112.01321141556505 35.690204826426104, -112.0132135517588 35.68658371666191, -112.00875297799527 35.68659085973705, -112.004307987307 35.68659800208193, -111.9998621081849 35.686604886137275, -111.99541626140217 35.686611843884585, -111.99541879015968 35.69023709356105, -111.99542131981553 35.693862343360124))"
3421,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,641.98,surface,Coconino,27N,4E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.94205367630886 35.72293541631318, -111.94205057891776 35.71930191235058, -111.94204745278059 35.715668435967295, -111.93759598703572 35.71567453636477, -111.93314451949425 35.715680665206946, -111.92869302590162 35.71568679331928, -111.92424155925846 35.71569292143114, -111.92424551364235 35.71932712165216, -111.92424949587401 35.72296134938624, -111.92425345025788 35.72659554990508, -111.92425740554008 35.73022977714572, -111.92870804393655 35.73022292529691, -111.93315868233302 35.730216100429054, -111.93760929198339 35.73020924784981, -111.94205992858323 35.73020242443921, -111.94205680334437 35.72656892010956, -111.94205367630886 35.72293541631318))"
3422,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,642.83,surface,Coconino,25N,6E,11,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.73049347124348 35.56347389445549, -111.7303921224148 35.559776957275986, -111.73029074573836 35.55607999134311, -111.72592255382034 35.5560887780093, -111.72155436280066 35.556097536903266, -111.71718620052705 35.55610632356747, -111.71281800860903 35.55611511023076, -111.71286818670417 35.559776216987956, -111.71291836479932 35.56343735016731, -111.71296854199615 35.56709845639238, -111.71301871919296 35.570759562672, -111.71743863700335 35.57078663537441, -111.72185855481374 35.57081370806766, -111.72627738925588 35.57084075298563, -111.73069619674858 35.57086779716382, -111.73059484791992 35.5671708605815, -111.73049347124348 35.56347389445549))"
3423,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,618.38,surface,Coconino,25N,7E,11,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.61596317103147 35.55641965744505, -111.61163506373808 35.556405528532025, -111.60730692949522 35.55639139961656, -111.6073931399147 35.560002208404846, -111.60747935123254 35.56361298971653, -111.60756556255035 35.567223771293655, -111.60765179991931 35.57083458160402, -111.6119573550075 35.570830988085625, -111.6162629100957 35.570827420871765, -111.62056949285657 35.5708238280837, -111.62487607651578 35.57082026160021, -111.62481191704155 35.56722717571746, -111.62474773151617 35.56363408946989, -111.62468357114365 35.560041002886045, -111.62461938471996 35.55644791526359, -111.62029127832488 35.556433786355534, -111.61596317103147 35.55641965744505))"
3424,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,627.4,surface,Coconino,25N,6E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.7216183947141 35.54165294244346, -111.71725004109936 35.54165270049801, -111.71288168838291 35.541652458552555, -111.71286578101584 35.545268120810896, -111.71284984759765 35.54888378377311, -111.71283391507777 35.55249944741, -111.71281800860903 35.55611511023076, -111.71718620052705 35.55610632356747, -111.72155436280066 35.556097536903266, -111.72592255382034 35.5560887780093, -111.73029074573836 35.55607999134311, -111.73030631444055 35.55247335737533, -111.73032185529496 35.54886672267414, -111.73033739525106 35.54526008799928, -111.73035296395327 35.541653454110545, -111.72598566496063 35.54165318365794, -111.7216183947141 35.54165294244346))"
3425,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,629.72,surface,Coconino,25N,6E,13,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.71284984759765 35.54888378377311, -111.71286578101584 35.545268120810896, -111.71288168838291 35.541652458552555, -111.70850427705514 35.541681909374134, -111.70412689537177 35.54171133240868, -111.69974948494232 35.54174075689441, -111.69537207541117 35.54177017990736, -111.69536402650623 35.54539462250383, -111.69535597760128 35.54901909132237, -111.69534792779803 35.552643532977804, -111.69533990674084 35.55626797448491, -111.69970943175873 35.55622974383229, -111.70407895857326 35.55619154239425, -111.70844848359114 35.55615331243601, -111.71281800860903 35.55611511023076, -111.71283391507777 35.55249944741, -111.71284984759765 35.54888378377311))"
3426,AZ,36 Stat. 557-579 (1910),MILITARY INSTITUTES,State Land Department,University of Arizona,640.0,620.09,surface,Coconino,25N,7E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-111.61596317103147 35.55641965744505, -111.62029127832488 35.556433786355534, -111.62461938471996 35.55644791526359, -111.62452825422766 35.55284880149608, -111.62443712104039 35.549249687668144, -111.62434598964977 35.54565057380846, -111.62425485825912 35.542051459214825, -111.61995634057287 35.54200591374753, -111.61565784983607 35.541960367523465, -111.61135935999759 35.54191482127352, -111.60706084231134 35.5418693027739, -111.60712235714536 35.54549980604781, -111.60718389982716 35.549130337918186, -111.60724541466118 35.55276086838669, -111.60730692949522 35.55639139961656, -111.61163506373808 35.556405528532025, -111.61596317103147 35.55641965744505))"
